TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
finalprojectB.UrlValidator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,104,0.3,2,19,168,150399,1497203654641,0.6736842105263158,11111111111111111111111111111110100000000000001111111010000000000000111111111011100111111111111,0.6162790697674418,11111111111111100000000000000011111111111111111000000000000011111110100011101111111111,1.0,11111,0,0,5,3,0.5088967971530249,11111111111111011000111100000000000000000000000000000000000000000000011110111111101111111111100010000000000000000000000000000000000000000111101111111111001011001110010000000000000000000000000000111100011111111111111111110111111111111111011111111111101111111101111111111111111111011,0.8235294117647058,01110101111111111,1.0,11111111111111,1.0,11111111111111,0.6162790697674418,11111111111111010000000000000011111111111111110100000000000011111101100011101111111111
