TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
finalprojectB.RegexValidator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,70,0.3,2,20,59,79695,1497203808487,0.9038461538461539,1111111111111111111111111101111111111111111101100011,0.8888888888888888,111111111111111111111111111101111111010001111,1.0,11111111,4,1,4,1,0.7263157894736842,1110111111111111111111011111111111101111111111111111111111111110111110111111111011111011111011111011101000000000000000000111111101111101111110101111101110100000000000000001111111011110111111,0.6363636363636364,11101010101,1.0,11111111,1.0,11111111,0.8888888888888888,111111111111111111111111111101111110101001111
